Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5,PQL,Region
3,StrawberryJam,43,2,7,1,8,8,0,10,3,Lobby 2,Round_1,,,,,Preseason_Qualifier_3,APAC_South
4,OGL,36,1,8,4,1,13,0,3,2,Lobby 2,Round_1,,,,,Preseason_Qualifier_3,APAC_South
5,RJININ,34,10,2,2,7,3,1,6,3,Lobby 2,Round_1,,,,,Preseason_Qualifier_3,APAC_South
6,MBTN,29,13,0,10,1,11,3,1,9,Lobby 2,Round_1,,,,,Preseason_Qualifier_3,APAC_South
7,Y105,22,7,1,5,5,7,3,7,0,Lobby 2,Round_1,,,,,Preseason_Qualifier_3,APAC_South
8,TEAM MIRACLE,21,12,0,7,0,4,1,2,2,Lobby 2,Round_1,,,,,Preseason_Qualifier_3,APAC_South
9,Nitrogen Oxide,20,3,1,11,0,12,0,5,6,Lobby 2,Round_1,,,,,Preseason_Qualifier_3,APAC_South
10,SkarptSinne,12,6,1,9,0,6,1,9,0,Lobby 2,Round_1,,,,,Preseason_Qualifier_3,APAC_South
11,VENOM KNF,7,8,0,8,0,10,1,20,0,Lobby 2,Round_1,,,,,Preseason_Qualifier_3,APAC_South
12,Ace Players,7,9,0,20,0,5,0,11,0,Lobby 2,Round_1,,,,,Preseason_Qualifier_3,APAC_South
13,Informal Squad,6,11,0,12,0,9,0,8,0,Lobby 2,Round_1,,,,,Preseason_Qualifier_3,APAC_South
14,hello nihao,0,20,0,20,0,20,0,20,0,Lobby 2,Round_1,,,,,Preseason_Qualifier_3,APAC_South
1,MDY,88,4,13,8,5,1,25,1,14,Lobby 3,Round_1,,,,,Preseason_Qualifier_3,APAC_South
2,Estrell,53,1,11,3,11,11,1,3,3,Lobby 3,Round_1,,,,,Preseason_Qualifier_3,APAC_South
3,WAT,40,5,2,7,4,3,6,6,11,Lobby 3,Round_1,,,,,Preseason_Qualifier_3,APAC_South
4,Link E-sports,30,2,3,4,0,6,1,2,0,Lobby 3,Round_1,,,,,Preseason_Qualifier_3,APAC_South
5,Astreaks Gaming,28,6,0,1,6,5,0,11,2,Lobby 3,Round_1,,,,,Preseason_Qualifier_3,APAC_South
6,END,27,12,1,2,6,8,0,4,3,Lobby 3,Round_1,,,,,Preseason_Qualifier_3,APAC_South
7,Soosmar slayer,20,3,4,5,0,9,0,10,1,Lobby 3,Round_1,,,,,Preseason_Qualifier_3,APAC_South
8,Wkey,18,7,3,11,0,2,1,12,0,Lobby 3,Round_1,,,,,Preseason_Qualifier_3,APAC_South
9,IFPD,12,8,0,6,2,10,0,7,0,Lobby 3,Round_1,,,,,Preseason_Qualifier_3,APAC_South
10,Happy To Be Here,11,14,0,13,0,4,0,5,0,Lobby 3,Round_1,,,,,Preseason_Qualifier_3,APAC_South
11,UNINUB,8,9,0,12,0,7,0,9,0,Lobby 3,Round_1,,,,,Preseason_Qualifier_3,APAC_South
12,RebellioN,6,11,0,9,0,12,0,8,0,Lobby 3,Round_1,,,,,Preseason_Qualifier_3,APAC_South
13,WuhuFlyer,6,10,0,10,0,13,0,13,0,Lobby 3,Round_1,,,,,Preseason_Qualifier_3,APAC_South
14,off boys,1,13,0,20,0,20,0,20,0,Lobby 3,Round_1,,,,,Preseason_Qualifier_3,APAC_South
1,HOPE,57,1,7,1,13,9,4,9,5,Lobby 4,Round_1,,,,,Preseason_Qualifier_3,APAC_South
2,INF,47,9,2,2,7,2,9,6,6,Lobby 4,Round_1,,,,,Preseason_Qualifier_3,APAC_South
3,Hardstuck D4,46,3,6,6,2,5,0,1,12,Lobby 4,Round_1,,,,,Preseason_Qualifier_3,APAC_South
4,PWLS,44,2,8,8,7,8,0,3,9,Lobby 4,Round_1,,,,,Preseason_Qualifier_3,APAC_South
5,South Cartel,35,5,3,4,1,7,4,2,6,Lobby 4,Round_1,,,,,Preseason_Qualifier_3,APAC_South
6,Inferno DRT,25,6,0,7,6,4,5,10,1,Lobby 4,Round_1,,,,,Preseason_Qualifier_3,APAC_South
7,team garong,25,4,2,10,0,1,3,11,0,Lobby 4,Round_1,,,,,Preseason_Qualifier_3,APAC_South
8,iON,20,11,4,13,0,3,5,13,1,Lobby 4,Round_1,,,,,Preseason_Qualifier_3,APAC_South
9,Hardstucks,16,10,1,11,3,6,0,4,1,Lobby 4,Round_1,,,,,Preseason_Qualifier_3,APAC_South
10,Noobs UwU,15,14,0,3,0,12,3,7,0,Lobby 4,Round_1,,,,,Preseason_Qualifier_3,APAC_South
11,Losin Control,11,8,1,9,0,10,3,12,0,Lobby 4,Round_1,,,,,Preseason_Qualifier_3,APAC_South
12,Team eXplicit,11,7,1,14,0,11,3,8,0,Lobby 4,Round_1,,,,,Preseason_Qualifier_3,APAC_South
13,Teriyaki Boyz,10,12,0,5,0,13,0,5,0,Lobby 4,Round_1,,,,,Preseason_Qualifier_3,APAC_South
14,Saint,4,13,0,12,0,14,0,14,0,Lobby 4,Round_1,,,,,Preseason_Qualifier_3,APAC_South
1,GS,55,6,3,11,3,1,14,2,10,Lobby 5,Round_1,,,,,Preseason_Qualifier_3,APAC_South
2,AMG TW,54,2,4,1,11,2,4,8,3,Lobby 5,Round_1,,,,,Preseason_Qualifier_3,APAC_South
3,Antiaa,39,8,2,4,4,5,2,1,8,Lobby 5,Round_1,,,,,Preseason_Qualifier_3,APAC_South
4,SLK,33,5,6,12,3,4,5,7,6,Lobby 5,Round_1,,,,,Preseason_Qualifier_3,APAC_South
5,Bxby's,26,1,2,3,0,6,2,20,0,Lobby 5,Round_1,,,,,Preseason_Qualifier_3,APAC_South
6,FTW,24,3,1,2,1,11,0,5,1,Lobby 5,Round_1,,,,,Preseason_Qualifier_3,APAC_South
7,ANgun,20,7,6,7,3,8,2,12,0,Lobby 5,Round_1,,,,,Preseason_Qualifier_3,APAC_South
8,QE.NY,19,11,5,9,0,7,2,4,1,Lobby 5,Round_1,,,,,Preseason_Qualifier_3,APAC_South
9,Speed,17,4,1,6,4,9,0,9,0,Lobby 5,Round_1,,,,,Preseason_Qualifier_3,APAC_South
10,HEHEHE,15,9,1,13,0,12,0,3,3,Lobby 5,Round_1,,,,,Preseason_Qualifier_3,APAC_South
11,Triple Cobra,15,12,1,5,0,3,0,10,0,Lobby 5,Round_1,,,,,Preseason_Qualifier_3,APAC_South
12,Freedom,12,10,0,8,0,10,3,6,0,Lobby 5,Round_1,,,,,Preseason_Qualifier_3,APAC_South
13,Elegants,11,13,0,10,2,13,1,11,3,Lobby 5,Round_1,,,,,Preseason_Qualifier_3,APAC_South
1,Pavlova,50,2,5,7,0,1,9,5,8,Lobby 6,Round_1,,,,,Preseason_Qualifier_3,APAC_South
2,BadutCompeCeunah,48,4,5,2,10,3,8,10,2,Lobby 6,Round_1,,,,,Preseason_Qualifier_3,APAC_South
3,RL.Genesis,44,1,11,5,7,6,5,9,0,Lobby 6,Round_1,,,,,Preseason_Qualifier_3,APAC_South
4,Juiced,36,12,0,1,7,4,3,6,5,Lobby 6,Round_1,,,,,Preseason_Qualifier_3,APAC_South
5,Multicultural,33,10,0,8,0,2,8,4,7,Lobby 6,Round_1,,,,,Preseason_Qualifier_3,APAC_South
6,WGGxPK,30,5,6,12,1,10,0,1,4,Lobby 6,Round_1,,,,,Preseason_Qualifier_3,APAC_South
7,DSG,25,6,6,4,6,5,0,12,0,Lobby 6,Round_1,,,,,Preseason_Qualifier_3,APAC_South
8,Lags Fault,16,7,0,3,2,7,0,13,0,Lobby 6,Round_1,,,,,Preseason_Qualifier_3,APAC_South
9,September,14,11,0,10,1,13,0,7,6,Lobby 6,Round_1,,,,,Preseason_Qualifier_3,APAC_South
10,madzJabol,14,9,0,13,0,9,0,3,2,Lobby 6,Round_1,,,,,Preseason_Qualifier_3,APAC_South
11,KINDOG,13,3,0,6,1,11,0,11,0,Lobby 6,Round_1,,,,,Preseason_Qualifier_3,APAC_South
12,Conquerors,13,13,0,9,0,12,0,2,0,Lobby 6,Round_1,,,,,Preseason_Qualifier_3,APAC_South
13,iMG,8,8,1,11,0,8,0,8,0,Lobby 6,Round_1,,,,,Preseason_Qualifier_3,APAC_South
14,MagikPanda,0,20,0,20,0,20,0,20,0,Lobby 6,Round_1,,,,,Preseason_Qualifier_3,APAC_South
1,DNZ,83,1,17,1,12,8,2,1,14,Lobby 7,Round_1,,,,,Preseason_Qualifier_3,APAC_South
2,Job Seekers,36,2,6,11,0,1,6,9,0,Lobby 7,Round_1,,,,,Preseason_Qualifier_3,APAC_South
3,4Thumbs1Arm,35,9,0,5,2,7,10,4,9,Lobby 7,Round_1,,,,,Preseason_Qualifier_3,APAC_South
4,67 Richter,32,3,4,7,0,2,2,3,0,Lobby 7,Round_1,,,,,Preseason_Qualifier_3,APAC_South
5,SNG,24,7,3,3,6,6,0,10,0,Lobby 7,Round_1,,,,,Preseason_Qualifier_3,APAC_South
6,Pagan Patrol,24,5,0,9,1,3,0,2,1,Lobby 7,Round_1,,,,,Preseason_Qualifier_3,APAC_South
7,DESI,19,6,1,4,1,5,2,6,0,Lobby 7,Round_1,,,,,Preseason_Qualifier_3,APAC_South
8,GOD OF DREAM,16,4,0,8,0,4,2,11,1,Lobby 7,Round_1,,,,,Preseason_Qualifier_3,APAC_South
9,Keep it 100,15,8,0,10,1,10,1,5,3,Lobby 7,Round_1,,,,,Preseason_Qualifier_3,APAC_South
10,LAG,15,11,0,2,1,11,0,7,0,Lobby 7,Round_1,,,,,Preseason_Qualifier_3,APAC_South
11,HeadHunters,13,10,0,6,3,9,1,8,0,Lobby 7,Round_1,,,,,Preseason_Qualifier_3,APAC_South
12,clanGH0ST,1,12,0,20,0,20,0,20,0,Lobby 7,Round_1,,,,,Preseason_Qualifier_3,APAC_South
13,GaleottoD4C,0,20,0,20,0,20,0,20,0,Lobby 7,Round_1,,,,,Preseason_Qualifier_3,APAC_South
1,PG,65,3,12,1,14,7,4,9,11,Lobby 8,Round_1,,,,,Preseason_Qualifier_3,APAC_South
2,EVO BERZ,60,1,11,7,5,3,11,5,7,Lobby 8,Round_1,,,,,Preseason_Qualifier_3,APAC_South
3,NMLS,38,5,5,5,3,4,11,6,3,Lobby 8,Round_1,,,,,Preseason_Qualifier_3,APAC_South
4,BOG,36,9,2,6,1,1,4,3,5,Lobby 8,Round_1,,,,,Preseason_Qualifier_3,APAC_South
5,BTCxWGG,24,12,0,4,9,12,3,4,0,Lobby 8,Round_1,,,,,Preseason_Qualifier_3,APAC_South
6,Bocah bar bar,24,20,0,20,0,8,0,1,10,Lobby 8,Round_1,,,,,Preseason_Qualifier_3,APAC_South
7,Lunatics,21,7,1,11,0,11,2,2,4,Lobby 8,Round_1,,,,,Preseason_Qualifier_3,APAC_South
8,Prey,18,11,0,3,5,6,0,10,0,Lobby 8,Round_1,,,,,Preseason_Qualifier_3,APAC_South
9,WINGS,17,13,0,8,0,2,4,11,0,Lobby 8,Round_1,,,,,Preseason_Qualifier_3,APAC_South
10,Exusiai,15,6,0,2,0,9,0,14,0,Lobby 8,Round_1,,,,,Preseason_Qualifier_3,APAC_South
11,"Etc, Etc",13,2,0,9,0,14,0,13,0,Lobby 8,Round_1,,,,,Preseason_Qualifier_3,APAC_South
12,Kopi,12,8,3,10,0,10,1,8,0,Lobby 8,Round_1,,,,,Preseason_Qualifier_3,APAC_South
13,60 Hurtz,11,4,1,12,0,13,0,7,0,Lobby 8,Round_1,,,,,Preseason_Qualifier_3,APAC_South
14,Kushaholics,9,10,0,13,1,5,0,12,0,Lobby 8,Round_1,,,,,Preseason_Qualifier_3,APAC_South
1,LH,67,1,14,5,1,2,10,2,8,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
2,TX,62,10,11,1,16,8,8,11,10,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
3,RL.XV,46,5,8,2,9,7,5,6,5,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
4,April,40,18,0,3,4,3,8,4,9,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
5,Quentiam,30,2,5,7,7,18,0,9,4,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
6,StrawberryJam,28,3,5,10,1,16,3,3,3,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
7,SkarptSinne,27,9,1,13,0,1,8,7,0,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
8,DREAM,25,4,3,19,0,19,0,1,5,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
9,RJININ,18,8,1,8,0,4,7,17,1,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
10,OGL,16,6,1,4,0,6,3,13,0,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
11,Y105,15,14,2,15,4,17,0,10,5,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
12,Scythe,13,15,1,11,1,14,3,15,4,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
13,OC,13,12,2,20,0,9,2,5,2,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
14,MBTN,11,20,0,9,6,20,0,8,1,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
15,Sigma Gamers,11,7,1,6,2,12,0,18,1,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
16,RNG,8,19,0,17,2,5,2,20,0,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
17,Prestige Elite,6,16,0,14,0,11,1,16,3,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
18,Team Vicity,5,13,1,16,0,10,0,14,0,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
19,TEAM MIRACLE,3,11,0,12,0,15,0,19,0,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
20,Nitrogen Oxide,2,17,0,18,0,13,0,12,0,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
1,MDY,98,9,3,2,17,1,22,1,21,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
2,Estrell,40,1,11,6,2,3,1,13,3,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
3,WAT,37,2,11,12,5,19,2,7,6,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
4,iON,32,6,1,11,8,8,6,2,2,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
5,PWLS,30,4,4,3,4,6,5,9,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
6,HOPE,29,17,0,1,8,4,4,18,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
7,IFPD,26,12,4,15,1,2,5,8,3,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
8,Hardstucks,21,7,1,5,0,5,1,3,1,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
9,South Cartel,19,5,7,8,3,12,1,15,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
10,END,19,8,2,7,4,9,0,10,4,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
11,Soosmar slayer,16,14,8,16,0,20,1,5,2,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
12,Wkey,16,19,0,19,0,10,3,4,6,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
13,INF,12,18,0,9,3,17,0,6,4,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
14,Link E-sports,12,3,0,10,1,11,0,11,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
15,Hardstuck D4,9,13,2,4,1,16,0,16,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
16,Astreaks Gaming,9,10,1,20,0,7,2,12,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
17,Happy To Be Here,5,11,0,14,1,15,1,19,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
18,Inferno DRT,4,20,0,13,0,18,3,17,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
19,Noobs UwU,2,16,0,18,0,13,0,14,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
20,team garong,2,15,0,17,0,14,0,20,0,Lobby 2,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
1,WGGxPK,62,8,6,3,9,1,24,15,1,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
2,GS,57,1,15,18,0,8,0,1,16,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
3,ANgun,42,11,1,1,7,4,4,4,7,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
4,AMG TW,32,3,7,4,4,7,0,16,6,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
5,BadutCompeCeunah,27,12,3,13,3,2,10,17,0,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
6,DSG,26,10,3,2,8,11,0,13,2,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
7,Pavlova,24,13,1,17,0,6,4,2,6,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
8,Juiced,21,2,5,8,0,12,0,7,1,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
9,SLK,20,7,0,6,7,10,0,5,1,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
10,QE.NY,19,16,0,15,4,13,2,3,4,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
11,RL.Genesis,18,4,5,10,1,14,0,9,2,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
12,Multicultural,15,14,0,5,1,5,2,14,2,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
13,Antiaa,12,15,1,11,0,3,2,18,0,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
14,September,9,18,0,9,1,15,3,12,1,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
15,FTW,8,17,0,7,2,9,0,11,0,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
16,Lags Fault,8,5,1,19,1,17,0,10,0,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
17,Speed,6,9,1,16,0,19,0,6,0,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
18,HEHEHE,5,19,0,14,1,18,0,8,1,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
19,madzJabol,5,6,1,12,0,16,0,19,0,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
20,Bxby's,0,20,0,20,0,20,0,20,0,Lobby 3,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
1,DNZ,77,1,14,3,11,1,21,16,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
2,SNG,71,9,3,1,12,2,7,2,17,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
3,4Thumbs1Arm,55,8,5,6,7,11,6,1,19,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
4,BTCxWGG,40,5,7,2,7,4,6,12,1,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
5,BOG,35,2,7,4,0,6,0,3,4,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
6,Job Seekers,24,6,1,7,4,3,5,13,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
7,NMLS,20,3,6,12,0,12,3,9,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
8,EVO BERZ,19,12,3,8,4,20,0,4,4,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
9,LAG,18,10,3,9,3,5,1,8,1,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
10,PG,17,7,2,5,3,16,1,7,1,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
11,Bocah bar bar,13,18,0,16,0,7,5,6,2,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
12,Pagan Patrol,11,4,0,11,0,8,2,11,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
13,Keep it 100,10,14,0,17,4,13,0,5,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
14,WINGS,7,15,0,10,1,15,0,14,1,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
15,Prey,5,17,1,13,0,17,0,10,1,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
16,GOD OF DREAM,4,13,3,20,0,19,0,20,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
17,67 Richter,4,11,0,15,0,18,1,15,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
18,Lunatics,3,20,0,19,1,10,0,18,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
19,Exusiai,3,16,0,14,0,9,0,17,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
20,DESI,1,19,0,18,0,14,0,20,0,Lobby 4,Quarterfinals,,,,,Preseason_Qualifier_3,APAC_South
1,MDY,130,3,15,1,15,20,1,1,30,Lobby 1,Semifinals,4,15,4,13,Preseason_Qualifier_3,APAC_South
2,TX,67,2,11,12,7,3,10,10,11,Lobby 1,Semifinals,16,0,11,8,Preseason_Qualifier_3,APAC_South
3,April,54,1,9,5,4,4,6,6,0,Lobby 1,Semifinals,7,4,8,2,Preseason_Qualifier_3,APAC_South
4,END,45,17,0,17,0,11,1,13,0,Lobby 1,Semifinals,1,9,1,9,Preseason_Qualifier_3,APAC_South
5,Estrell,41,8,1,3,6,9,1,2,3,Lobby 1,Semifinals,6,5,10,0,Preseason_Qualifier_3,APAC_South
6,WAT,39,16,3,7,6,18,0,4,5,Lobby 1,Semifinals,10,3,2,3,Preseason_Qualifier_3,APAC_South
7,StrawberryJam,36,6,3,8,3,15,1,5,1,Lobby 1,Semifinals,2,4,7,2,Preseason_Qualifier_3,APAC_South
8,PWLS,36,12,0,4,1,2,9,3,1,Lobby 1,Semifinals,9,1,16,0,Preseason_Qualifier_3,APAC_South
9,DREAM,35,13,3,20,0,1,10,12,0,Lobby 1,Semifinals,18,5,6,0,Preseason_Qualifier_3,APAC_South
10,IFPD,30,5,3,18,0,8,4,11,1,Lobby 1,Semifinals,11,3,3,4,Preseason_Qualifier_3,APAC_South
11,OGL,29,4,3,2,4,14,0,8,0,Lobby 1,Semifinals,17,1,9,2,Preseason_Qualifier_3,APAC_South
12,SkarptSinne,20,9,2,14,0,7,0,15,0,Lobby 1,Semifinals,3,3,12,0,Preseason_Qualifier_3,APAC_South
13,iON,19,14,0,16,0,16,3,16,2,Lobby 1,Semifinals,5,1,5,4,Preseason_Qualifier_3,APAC_South
14,Hardstucks,17,18,0,6,1,5,1,9,3,Lobby 1,Semifinals,12,1,14,0,Preseason_Qualifier_3,APAC_South
15,Quentiam,15,7,1,10,3,17,0,7,1,Lobby 1,Semifinals,14,0,17,1,Preseason_Qualifier_3,APAC_South
16,RL.XV,14,20,0,19,0,6,9,19,0,Lobby 1,Semifinals,15,0,19,1,Preseason_Qualifier_3,APAC_South
17,HOPE,13,19,1,11,3,10,2,14,0,Lobby 1,Semifinals,20,0,13,2,Preseason_Qualifier_3,APAC_South
18,South Cartel,9,10,0,13,0,12,1,18,0,Lobby 1,Semifinals,8,2,18,0,Preseason_Qualifier_3,APAC_South
19,RJININ,8,11,1,9,2,19,0,17,0,Lobby 1,Semifinals,13,0,15,0,Preseason_Qualifier_3,APAC_South
20,LH,5,15,2,15,0,13,0,20,0,Lobby 1,Semifinals,19,0,20,0,Preseason_Qualifier_3,APAC_South
1,GS,73,3,11,16,0,4,5,12,4,Lobby 2,Semifinals,2,16,2,6,Preseason_Qualifier_3,APAC_South
2,DNZ,73,1,9,15,0,3,10,13,1,Lobby 2,Semifinals,1,11,8,7,Preseason_Qualifier_3,APAC_South
3,BTCxWGG,52,13,0,3,2,7,4,1,13,Lobby 2,Semifinals,7,4,10,1,Preseason_Qualifier_3,APAC_South
4,BOG,47,2,4,1,11,19,0,7,1,Lobby 2,Semifinals,8,1,5,0,Preseason_Qualifier_3,APAC_South
5,ANgun,45,7,2,7,2,2,7,15,2,Lobby 2,Semifinals,3,5,7,1,Preseason_Qualifier_3,APAC_South
6,WGGxPK,45,18,3,11,2,8,0,3,5,Lobby 2,Semifinals,4,1,1,7,Preseason_Qualifier_3,APAC_South
7,DSG,43,12,3,6,4,14,1,18,4,Lobby 2,Semifinals,17,1,3,18,Preseason_Qualifier_3,APAC_South
8,PG,43,6,0,4,4,1,7,14,5,Lobby 2,Semifinals,14,1,13,3,Preseason_Qualifier_3,APAC_South
9,SNG,36,14,0,8,10,16,0,2,3,Lobby 2,Semifinals,11,5,6,2,Preseason_Qualifier_3,APAC_South
10,LAG,33,9,0,2,6,6,4,5,0,Lobby 2,Semifinals,5,0,11,0,Preseason_Qualifier_3,APAC_South
11,4Thumbs1Arm,28,19,2,17,1,5,13,6,4,Lobby 2,Semifinals,16,0,14,0,Preseason_Qualifier_3,APAC_South
12,QE.NY,27,4,5,19,0,11,2,4,5,Lobby 2,Semifinals,10,0,9,0,Preseason_Qualifier_3,APAC_South
13,Job Seekers,24,5,0,5,8,17,0,9,3,Lobby 2,Semifinals,9,0,15,0,Preseason_Qualifier_3,APAC_South
14,NMLS,21,15,5,14,6,13,0,11,0,Lobby 2,Semifinals,15,2,16,3,Preseason_Qualifier_3,APAC_South
15,Pavlova,17,10,0,10,1,20,0,19,0,Lobby 2,Semifinals,12,0,4,6,Preseason_Qualifier_3,APAC_South
16,AMG TW,16,8,8,18,0,18,0,16,1,Lobby 2,Semifinals,13,4,18,0,Preseason_Qualifier_3,APAC_South
17,Juiced,13,17,0,9,1,12,0,8,6,Lobby 2,Semifinals,18,0,12,0,Preseason_Qualifier_3,APAC_South
18,EVO BERZ,11,11,2,20,0,9,0,10,0,Lobby 2,Semifinals,6,1,17,0,Preseason_Qualifier_3,APAC_South
19,SLK,6,20,0,12,0,10,3,17,0,Lobby 2,Semifinals,19,0,19,0,Preseason_Qualifier_3,APAC_South
20,BadutCompeCeunah,3,16,1,13,0,15,0,20,0,Lobby 2,Semifinals,20,0,20,0,Preseason_Qualifier_3,APAC_South
1,GS,79,4,7,2,14,4,7,2,11,Lobby 1,Finals,11,0,8,9,Preseason_Qualifier_3,APAC_South
2,WGGxPK,71,1,7,3,4,13,3,1,9,Lobby 1,Finals,19,0,1,4,Preseason_Qualifier_3,APAC_South
3,WAT,61,9,0,1,12,1,9,5,4,Lobby 1,Finals,5,2,18,0,Preseason_Qualifier_3,APAC_South
4,MDY,48,11,6,19,0,3,18,11,4,Lobby 1,Finals,10,9,16,0,Preseason_Qualifier_3,APAC_South
5,TX,46,19,1,14,3,17,3,9,6,Lobby 1,Finals,15,0,4,24,Preseason_Qualifier_3,APAC_South
6,PG,39,7,0,8,4,2,3,3,5,Lobby 1,Finals,12,1,14,3,Preseason_Qualifier_3,APAC_South
7,Estrell,35,3,7,5,2,16,0,19,0,Lobby 1,Finals,9,0,2,4,Preseason_Qualifier_3,APAC_South
